suite,iccad04,default
addtool,diffusion,https://arxiv.org/pdf/2407.12282,Chip Placement with Diffusion Models
addrelease,diffusion,ICML2025,2025-01-01
result,ibm01,2090000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm02,4430000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm03,7300000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm04,8000000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm06,8310000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm07,9600000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm08,13300000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm09,12600000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm10,30200000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm11,17300000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm12,34000000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm13,23000000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm14,34500000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm15,45000000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm16,52700000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm17,60400000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
result,ibm18,38600000.00,0,0,0,"Results published in the ICML paper.  The authors provided placements, but there is significant overlap in many cases, and macro blocks outside of the core area.  Pad positions are changed, with most pads located within the core area.",x
